method,split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,5,84,0.547619,0.465125,0.127289,0.131818,0.069823,0.156360,0.086444
classical_ibvs_only,clean_deployment,lighting_shift,mobile_pick_reapproach,6,84,0.559524,0.465909,0.127889,0.132238,0.070043,0.156645,0.086849
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,0,84,0.428571,0.462030,0.128501,0.149989,0.079463,0.160238,0.090734
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,1,84,0.500000,0.462878,0.129149,0.150443,0.078530,0.159960,0.091173
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,2,84,0.559524,0.463726,0.129797,0.150897,0.077835,0.159801,0.091611
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,3,84,0.500000,0.464574,0.130445,0.151351,0.071517,0.160832,0.092050
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,4,84,0.488095,0.465422,0.131093,0.151805,0.072251,0.161387,0.092488
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,5,84,0.416667,0.466270,0.131741,0.152258,0.074175,0.162537,0.092926
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,6,84,0.535714,0.467118,0.132389,0.152712,0.072289,0.153779,0.093365
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,0,84,0.523810,0.459518,0.127145,0.117855,0.075274,0.158558,0.089633
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,1,84,0.654762,0.460366,0.127793,0.118309,0.073151,0.157684,0.090071
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,2,84,0.666667,0.461214,0.128441,0.118762,0.073408,0.158001,0.090509
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,3,84,0.595238,0.462062,0.129089,0.119216,0.075332,0.159152,0.090948
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,4,84,0.511905,0.462910,0.129737,0.119670,0.077494,0.160421,0.091386
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,5,84,0.666667,0.463758,0.130385,0.120124,0.066891,0.159309,0.091825
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,6,84,0.511905,0.464606,0.131033,0.120578,0.070481,0.161293,0.092263
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,0,84,0.547619,0.471862,0.137171,0.140680,0.075093,0.157256,0.088217
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,1,84,0.547619,0.472718,0.137825,0.141138,0.075593,0.157696,0.088660
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,2,84,0.559524,0.473574,0.138479,0.141596,0.075855,0.158017,0.089102
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,3,84,0.500000,0.458422,0.127127,0.141574,0.076686,0.159052,0.089352
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,4,84,0.464286,0.459278,0.127781,0.142032,0.077900,0.159849,0.089795
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,5,84,0.476190,0.460134,0.128435,0.142490,0.078162,0.160170,0.090237
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,6,84,0.583333,0.460990,0.129089,0.142948,0.076520,0.159539,0.090680
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,0,84,0.428571,0.469398,0.130175,0.159456,0.073071,0.160070,0.093161
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,1,84,0.488095,0.470222,0.130805,0.151893,0.072042,0.159899,0.093587
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,2,84,0.500000,0.471046,0.131435,0.152334,0.072286,0.160204,0.094013
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,3,84,0.571429,0.471870,0.132065,0.152775,0.071339,0.159914,0.094439
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,4,84,0.511905,0.472694,0.132695,0.153217,0.073011,0.160933,0.094866
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,5,84,0.500000,0.473518,0.133325,0.153658,0.073731,0.161476,0.087288
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,6,84,0.511905,0.458334,0.133955,0.154099,0.073975,0.161781,0.087714
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,0,84,0.595238,0.460006,0.138989,0.136396,0.075308,0.157560,0.089890
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,1,84,0.523810,0.460854,0.127631,0.136370,0.076373,0.158710,0.090136
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,2,84,0.380952,0.461702,0.128279,0.136824,0.079725,0.160574,0.090575
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,3,84,0.535714,0.462550,0.128927,0.137278,0.077126,0.159463,0.091013
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,4,84,0.571429,0.463398,0.129575,0.137732,0.076907,0.159542,0.091452
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,5,84,0.500000,0.464246,0.130223,0.138186,0.070827,0.160692,0.091890
classical_ibvs_only,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,6,84,0.488095,0.465094,0.130871,0.138640,0.071561,0.161247,0.092328
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,0,84,0.476190,0.461364,0.137034,0.149944,0.075338,0.162440,0.089953
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,1,84,0.488095,0.462172,0.137652,0.150377,0.075573,0.154733,0.090371
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,2,84,0.511905,0.462980,0.138270,0.150810,0.075569,0.154911,0.090789
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,3,84,0.571429,0.463788,0.138888,0.151242,0.074851,0.154732,0.091207
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,4,84,0.464286,0.464596,0.139506,0.151675,0.077467,0.156219,0.091625
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,5,84,0.511905,0.465404,0.140124,0.152108,0.076987,0.156159,0.092042
classical_ibvs_only,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,6,84,0.690476,0.466212,0.140742,0.152540,0.073888,0.154789,0.092460
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,0,84,0.511905,0.457092,0.134358,0.116877,0.071330,0.160475,0.087950
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,1,84,0.523810,0.457900,0.134976,0.117310,0.071565,0.160772,0.088368
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,2,84,0.583333,0.458708,0.135594,0.117743,0.070847,0.160593,0.088786
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,3,84,0.630952,0.459516,0.136212,0.118175,0.070367,0.160532,0.089204
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,4,84,0.583333,0.460324,0.136830,0.118608,0.071792,0.161425,0.089622
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,5,84,0.547619,0.461132,0.137448,0.119041,0.072979,0.154194,0.090040
classical_ibvs_only,clean_deployment,depth_scale_error,visual_grasp_centering,6,84,0.547619,0.461940,0.138066,0.119473,0.073451,0.154610,0.090457
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,0,84,0.511905,0.466876,0.130458,0.145869,0.077621,0.158131,0.093036
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,1,84,0.464286,0.467692,0.131082,0.146306,0.079050,0.159027,0.093458
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,2,84,0.559524,0.468508,0.131706,0.146743,0.077623,0.158495,0.093880
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,3,84,0.595238,0.469324,0.132330,0.139176,0.069061,0.158558,0.094302
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,4,84,0.595238,0.470140,0.132954,0.139613,0.069539,0.158978,0.094724
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,5,84,0.559524,0.470956,0.133578,0.140050,0.070730,0.159755,0.095146
classical_ibvs_only,clean_deployment,depth_scale_error,drawer_handle_alignment,6,84,0.511905,0.471772,0.134202,0.140487,0.072160,0.160651,0.095568
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,0,84,0.476190,0.465564,0.136332,0.157732,0.075133,0.160688,0.090758
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,1,84,0.523810,0.466348,0.136932,0.158152,0.074639,0.160616,0.091163
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,2,84,0.511905,0.467132,0.137532,0.158572,0.075336,0.161139,0.091569
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,3,84,0.535714,0.467916,0.138132,0.158992,0.075319,0.161305,0.091975
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,4,84,0.500000,0.468700,0.138732,0.159412,0.076492,0.162066,0.092380
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,5,84,0.571429,0.469484,0.139332,0.159832,0.075522,0.161756,0.092786
classical_ibvs_only,clean_deployment,depth_scale_error,cable_tip_alignment,6,84,0.559524,0.470268,0.139932,0.160252,0.076219,0.154275,0.093191
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,0,84,0.511905,0.459340,0.135516,0.135871,0.072943,0.161071,0.088917
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,1,84,0.535714,0.460148,0.136134,0.136304,0.072939,0.161249,0.089335
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,2,84,0.476190,0.460956,0.136752,0.136737,0.074602,0.162260,0.089752
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,3,84,0.476190,0.461764,0.137370,0.137170,0.075075,0.162676,0.090170
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,4,84,0.523810,0.462572,0.137988,0.137602,0.074595,0.154612,0.090588
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,5,84,0.416667,0.463380,0.138606,0.138035,0.077211,0.156099,0.091006
classical_ibvs_only,clean_deployment,depth_scale_error,mobile_pick_reapproach,6,84,0.464286,0.464188,0.139224,0.138468,0.076731,0.156039,0.091424
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,0,84,0.583333,0.465713,0.144083,0.154547,0.075949,0.155385,0.093748
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,1,84,0.464286,0.466505,0.144689,0.154971,0.078793,0.156983,0.094158
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,2,84,0.464286,0.467297,0.133289,0.154915,0.078397,0.157391,0.094375
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,3,84,0.476190,0.468089,0.133895,0.155339,0.078622,0.157680,0.094785
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,4,84,0.488095,0.468881,0.134501,0.147760,0.078528,0.157969,0.095195
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,5,84,0.571429,0.453665,0.135107,0.148184,0.077324,0.157544,0.095605
classical_ibvs_only,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,6,84,0.523810,0.454457,0.135713,0.148608,0.078740,0.158428,0.096014
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,0,84,0.535714,0.460737,0.140879,0.121107,0.073204,0.161905,0.091385
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,1,84,0.523810,0.461529,0.141485,0.121531,0.073905,0.162432,0.091795
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,2,84,0.500000,0.462321,0.142091,0.121955,0.074845,0.163078,0.092204
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,3,84,0.630952,0.463113,0.142697,0.122379,0.072689,0.154172,0.092614
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,4,84,0.630952,0.463905,0.143303,0.122804,0.073152,0.154580,0.093024
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,5,84,0.535714,0.464697,0.143909,0.123228,0.075520,0.155941,0.093433
classical_ibvs_only,clean_deployment,occlusion_shift,visual_grasp_centering,6,84,0.488095,0.465489,0.144515,0.123652,0.076936,0.156825,0.093843
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,0,84,0.559524,0.453489,0.136211,0.141552,0.070106,0.158811,0.095946
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,1,84,0.511905,0.454289,0.136823,0.141981,0.071527,0.159699,0.096360
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,2,84,0.488095,0.455089,0.137435,0.142409,0.072471,0.160349,0.088770
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,3,84,0.440476,0.455889,0.138047,0.142837,0.073891,0.161237,0.089184
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,4,84,0.476190,0.456689,0.138659,0.143266,0.073645,0.161292,0.089597
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,5,84,0.488095,0.457489,0.139271,0.143694,0.073875,0.161585,0.090011
classical_ibvs_only,clean_deployment,occlusion_shift,drawer_handle_alignment,6,84,0.464286,0.458289,0.139883,0.144123,0.074819,0.162235,0.090425
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,0,84,0.595238,0.459041,0.135227,0.156573,0.077272,0.156082,0.088986
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,1,84,0.559524,0.459809,0.135815,0.156984,0.078436,0.156835,0.089384
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,2,84,0.476190,0.460577,0.136403,0.157396,0.072548,0.158064,0.089781
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,3,84,0.440476,0.461345,0.136991,0.157807,0.073712,0.158817,0.090179
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,4,84,0.583333,0.462113,0.137579,0.158219,0.071305,0.157785,0.090576
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,5,84,0.547619,0.462881,0.138167,0.158630,0.072469,0.158538,0.090973
classical_ibvs_only,clean_deployment,occlusion_shift,cable_tip_alignment,6,84,0.416667,0.463649,0.138755,0.159042,0.075537,0.160243,0.091371
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,0,84,0.571429,0.463689,0.142565,0.140474,0.074506,0.162496,0.092712
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,1,84,0.535714,0.464481,0.143171,0.140898,0.075684,0.155257,0.093122
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,2,84,0.571429,0.465273,0.143777,0.141323,0.075433,0.155308,0.093531
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,3,84,0.452381,0.466065,0.144383,0.141747,0.078277,0.156906,0.093941
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,4,84,0.607143,0.466857,0.144989,0.142171,0.075645,0.155767,0.094351
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,5,84,0.571429,0.467649,0.133589,0.142115,0.075963,0.156532,0.094568
classical_ibvs_only,clean_deployment,occlusion_shift,mobile_pick_reapproach,6,84,0.547619,0.468441,0.134195,0.142539,0.076903,0.157178,0.094978
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,0,84,0.547619,0.458874,0.145562,0.154714,0.075765,0.156172,0.093135
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,1,84,0.571429,0.459682,0.146180,0.155146,0.075762,0.156350,0.093552
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,2,84,0.404762,0.460490,0.146798,0.155579,0.079568,0.158432,0.093970
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,3,84,0.500000,0.461298,0.147416,0.156012,0.078136,0.157896,0.094388
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,4,84,0.547619,0.462106,0.148034,0.156445,0.077656,0.157836,0.094806
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,5,84,0.452381,0.462914,0.136646,0.156397,0.079173,0.159204,0.095032
classical_ibvs_only,clean_deployment,jacobian_mismatch,eye_in_hand_peg_insert,6,84,0.500000,0.463722,0.137264,0.156830,0.078694,0.159144,0.095450
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,0,84,0.500000,0.454602,0.142886,0.121647,0.073424,0.163044,0.091132
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,1,84,0.547619,0.455410,0.143504,0.122079,0.072944,0.162984,0.091550
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,2,84,0.500000,0.456218,0.144122,0.122512,0.074369,0.163876,0.091968
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,3,84,0.607143,0.457026,0.144740,0.122945,0.072699,0.155217,0.092385
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,4,84,0.523810,0.457834,0.145358,0.123378,0.074838,0.156466,0.092803
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,5,84,0.511905,0.458642,0.145976,0.123810,0.075549,0.157001,0.093221
classical_ibvs_only,clean_deployment,jacobian_mismatch,visual_grasp_centering,6,84,0.511905,0.459450,0.146594,0.124243,0.076021,0.157417,0.093639
